Statistical profiling result from isolate-0x103000000-v8.log, (27943 ticks, 3546 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%            LazyCompile: ~resume_ _stream_readable.js:831:17
     19    2.6%    LazyCompile: *onParserExecute _http_server.js:476:25
     17    2.3%    LazyCompile: *parserOnIncoming _http_server.js:585:26
     17  100.0%      LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     15    2.0%    LazyCompile: *ServerResponse _http_server.js:120:24
     15  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     15  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     15    2.0%    LazyCompile: *Readable.read _stream_readable.js:377:35
     14   93.3%      LazyCompile: *resume_ _stream_readable.js:831:17
     14  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
      1    6.7%      LazyCompile: *Readable.read _stream_readable.js:377:35
      1  100.0%        LazyCompile: ~read _http_incoming.js:91:47
      1  100.0%          LazyCompile: ~resume_ _stream_readable.js:831:17
      1  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     13    1.8%    LazyCompile: *parserOnMessageComplete _http_common.js:141:33
     12    1.6%    LazyCompile: *resetSocketTimeout _http_server.js:647:28
     12  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     12  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     12    1.6%    LazyCompile: *exports.unenroll timers.js:367:45
     12  100.0%      LazyCompile: *resOnFinish _http_server.js:545:21
     12  100.0%        LazyCompile: *onFinish _http_outgoing.js:727:18
     12  100.0%          LazyCompile: *onCorkedFinish _stream_writable.js:655:24
     12  100.0%            LazyCompile: *afterWrite _stream_writable.js:473:20
     10    1.4%    LazyCompile: *resOnFinish _http_server.js:545:21
      9   90.0%      LazyCompile: *onFinish _http_outgoing.js:727:18
      9  100.0%        LazyCompile: *onCorkedFinish _stream_writable.js:655:24
      9  100.0%          LazyCompile: *afterWrite _stream_writable.js:473:20
      9  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
      1   10.0%      LazyCompile: *emit events.js:138:44
      1  100.0%        LazyCompile: ~onFinish _http_outgoing.js:727:18
      1  100.0%          LazyCompile: *onCorkedFinish _stream_writable.js:655:24
      1  100.0%            LazyCompile: ~afterWrite _stream_writable.js:473:20
     10    1.4%    LazyCompile: *emit events.js:138:44
      9   90.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
      9  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      1   10.0%      LazyCompile: ~_finish _http_outgoing.js:797:53
      1  100.0%        LazyCompile: ~_finish _http_server.js:136:52
      1  100.0%          LazyCompile: ~end _http_outgoing.js:731:45
      1  100.0%            LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
      8    1.1%    LazyCompile: *insert timers.js:174:16
      8  100.0%      LazyCompile: *resOnFinish _http_server.js:545:21
      8  100.0%        LazyCompile: *onFinish _http_outgoing.js:727:18
      8  100.0%          LazyCompile: *onCorkedFinish _stream_writable.js:655:24
      8  100.0%            LazyCompile: *afterWrite _stream_writable.js:473:20
      8    1.1%    LazyCompile: *Socket._writeGeneric net.js:687:42
      8  100.0%      LazyCompile: *connectionCorkNT _http_outgoing.js:688:26
      8  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:92:25

    569    2.0%  StoreIC: A store IC from the snapshot
    312   54.8%    LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     87   15.3%    LazyCompile: *remove internal/linkedlist.js:15:16
     83   95.4%      LazyCompile: *onParserExecute _http_server.js:476:25
      4    4.6%      LazyCompile: ~reuse timers.js:350:15
      3   75.0%        LazyCompile: ~exports.unenroll timers.js:367:45
      2   66.7%          LazyCompile: *resOnFinish _http_server.js:545:21
      2  100.0%            LazyCompile: *emit events.js:138:44
      1   33.3%          LazyCompile: ~exports.enroll timers.js:390:26
      1  100.0%            LazyCompile: ~Socket.setTimeout net.js:365:39
      1   25.0%        LazyCompile: *resetSocketTimeout _http_server.js:647:28
      1  100.0%          LazyCompile: *parserOnIncoming _http_server.js:585:26
      1  100.0%            LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     42    7.4%    LazyCompile: *reuse timers.js:350:15
     42  100.0%      LazyCompile: *resetSocketTimeout _http_server.js:647:28
     42  100.0%        LazyCompile: *parserOnIncoming _http_server.js:585:26
     42  100.0%          LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     19    3.3%    LazyCompile: *ServerResponse _http_server.js:120:24
     19  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     19  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     16    2.8%    LazyCompile: *exports.unenroll timers.js:367:45
     16  100.0%      LazyCompile: *resOnFinish _http_server.js:545:21
     16  100.0%        LazyCompile: *onFinish _http_outgoing.js:727:18
     16  100.0%          LazyCompile: *onCorkedFinish _stream_writable.js:655:24
     16  100.0%            LazyCompile: *afterWrite _stream_writable.js:473:20
     15    2.6%    LazyCompile: *onParserExecute _http_server.js:476:25
     15    2.6%    LazyCompile: *insert timers.js:174:16
     14   93.3%      LazyCompile: *resOnFinish _http_server.js:545:21
     14  100.0%        LazyCompile: *onFinish _http_outgoing.js:727:18
     14  100.0%          LazyCompile: *onCorkedFinish _stream_writable.js:655:24
     14  100.0%            LazyCompile: *afterWrite _stream_writable.js:473:20
      1    6.7%      LazyCompile: ~exports._unrefActive timers.js:164:32
      1  100.0%        LazyCompile: ~_unrefTimer net.js:286:52
      1  100.0%          LazyCompile: ~onParserExecute _http_server.js:476:25
     15    2.6%    LazyCompile: *Socket._writeGeneric net.js:687:42
     15  100.0%      LazyCompile: *connectionCorkNT _http_outgoing.js:688:26
     15  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     12    2.1%    LazyCompile: *resetSocketTimeout _http_server.js:647:28
     12  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     12  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      7    1.2%    LazyCompile: *parserOnIncoming _http_server.js:585:26
      7  100.0%      LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      6    1.1%    LazyCompile: *resume_ _stream_readable.js:831:17
      6  100.0%      LazyCompile: *_tickCallback internal/process/next_tick.js:92:25

    514    1.8%  LazyCompile: *parserOnHeadersComplete _http_common.js:62:33

    508    1.8%  LazyCompile: *_tickCallback internal/process/next_tick.js:92:25

    493    1.8%  LazyCompile: ~byteLength buffer.js:496:20
    493  100.0%    LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
    493  100.0%      Builtin: AsyncFunctionAwaitResolveClosure
    493  100.0%        Builtin: PromiseHandle
    493  100.0%          Stub: CallApiCallbackStub
    493  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:92:25

    466    1.7%  Builtin: KeyedLoadIC_Megamorphic
    112   24.0%    LazyCompile: *exports.validate /Users/Axel/Development/router/lib/objects/validation.js:40:20
    112  100.0%      LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
    112  100.0%        Builtin: PromiseConstructor
    112  100.0%          LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
    112  100.0%            LazyCompile: *parserOnIncoming _http_server.js:585:26
     92   19.7%    LazyCompile: *onParserExecute _http_server.js:476:25
     72   15.5%    LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     34    7.3%    LazyCompile: *socketOnWrap _http_server.js:690:22
     34  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     34  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     23    4.9%    LazyCompile: *insert timers.js:174:16
     22   95.7%      LazyCompile: *resOnFinish _http_server.js:545:21
     22  100.0%        LazyCompile: *onFinish _http_outgoing.js:727:18
     22  100.0%          LazyCompile: *onCorkedFinish _stream_writable.js:655:24
     22  100.0%            LazyCompile: *afterWrite _stream_writable.js:473:20
      1    4.3%      LazyCompile: ~exports._unrefActive timers.js:164:32
      1  100.0%        LazyCompile: ~Socket.setTimeout net.js:365:39
      1  100.0%          LazyCompile: ~resOnFinish _http_server.js:545:21
      1  100.0%            LazyCompile: *emit events.js:138:44
     20    4.3%    LazyCompile: *resetSocketTimeout _http_server.js:647:28
     20  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     20  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     15    3.2%    LazyCompile: *module.exports /Users/Axel/Development/router/lib/filters/path.js:5:18
     15  100.0%      LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
     15  100.0%        Builtin: PromiseConstructor
     15  100.0%          LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     15  100.0%            LazyCompile: *parserOnIncoming _http_server.js:585:26
     15    3.2%    LazyCompile: *emitReadable_ _stream_readable.js:523:23
     15  100.0%      LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     13    2.8%    LazyCompile: *parserOnIncoming _http_server.js:585:26
     13  100.0%      LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     12    2.6%    LazyCompile: *emit events.js:138:44
     11   91.7%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     11  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      1    8.3%      LazyCompile: ~resume_ _stream_readable.js:831:17
      1  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
      9    1.9%    LazyCompile: *module.exports /Users/Axel/Development/router/lib/filters/method.js:7:18
      9  100.0%      LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
      9  100.0%        Builtin: PromiseConstructor
      9  100.0%          LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
      9  100.0%            LazyCompile: *parserOnIncoming _http_server.js:585:26
      8    1.7%    LazyCompile: *end _http_outgoing.js:731:45
      8  100.0%      LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
      8  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      8  100.0%          Builtin: PromiseHandle
      8  100.0%            Stub: CallApiCallbackStub
      8    1.7%    LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
      8  100.0%      Builtin: PromiseConstructor
      8  100.0%        LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
      8  100.0%          LazyCompile: *parserOnIncoming _http_server.js:585:26
      8  100.0%            LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      6    1.3%    LazyCompile: *reuse timers.js:350:15
      6  100.0%      LazyCompile: *resetSocketTimeout _http_server.js:647:28
      6  100.0%        LazyCompile: *parserOnIncoming _http_server.js:585:26
      6  100.0%          LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      5    1.1%    LazyCompile: *resume_ _stream_readable.js:831:17
      5  100.0%      LazyCompile: *_tickCallback internal/process/next_tick.js:92:25

    457    1.6%  Stub: StringAddStub
    117   25.6%    LazyCompile: *writeHead _http_server.js:196:19
    117  100.0%      LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
    117  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
    117  100.0%          Builtin: PromiseHandle
    117  100.0%            Stub: CallApiCallbackStub
     75   16.4%    LazyCompile: *_storeHeader _http_outgoing.js:291:22
     75  100.0%      LazyCompile: *writeHead _http_server.js:196:19
     75  100.0%        LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     75  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     75  100.0%            Builtin: PromiseHandle
     44    9.6%    LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
     44  100.0%      Builtin: PromiseConstructor
     44  100.0%        LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     44  100.0%          LazyCompile: *parserOnIncoming _http_server.js:585:26
     44  100.0%            LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     15    3.3%    LazyCompile: *end _http_outgoing.js:731:45
     15  100.0%      LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     15  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     15  100.0%          Builtin: PromiseHandle
     15  100.0%            Stub: CallApiCallbackStub
     12    2.6%    LazyCompile: *module.exports /Users/Axel/Development/router/lib/filters/path.js:5:18
     12  100.0%      LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
     12  100.0%        Builtin: PromiseConstructor
     12  100.0%          LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     12  100.0%            LazyCompile: *parserOnIncoming _http_server.js:585:26
      7    1.5%    LazyCompile: *_send _http_outgoing.js:217:49
      7  100.0%      LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
      7  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      7  100.0%          Builtin: PromiseHandle
      7  100.0%            Stub: CallApiCallbackStub

    449    1.6%  T ___fcntl_nocancel
    449  100.0%    LazyCompile: *Socket._writeGeneric net.js:687:42
    433   96.4%      LazyCompile: *connectionCorkNT _http_outgoing.js:688:26
    433  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     14    3.1%      LazyCompile: *clearBuffer _stream_writable.js:492:21
     14  100.0%        LazyCompile: ~Writable.uncork _stream_writable.js:306:37
     14  100.0%          LazyCompile: ~connectionCorkNT _http_outgoing.js:688:26
     14  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:92:25

    408    1.5%  Builtin: InterpreterEntryTrampoline
    149   36.5%    LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
    149  100.0%      Builtin: AsyncFunctionAwaitResolveClosure
    149  100.0%        Builtin: PromiseHandle
    149  100.0%          Stub: CallApiCallbackStub
    149  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
    130   31.9%    LazyCompile: *_addHeaderLine _http_incoming.js:286:24
    130  100.0%      LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     40    9.8%    LazyCompile: *parserOnIncoming _http_server.js:585:26
     40  100.0%      LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     21    5.1%    LazyCompile: *_send _http_outgoing.js:217:49
     21  100.0%      LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     21  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     21  100.0%          Builtin: PromiseHandle
     21  100.0%            Stub: CallApiCallbackStub
     17    4.2%    LazyCompile: *resOnFinish _http_server.js:545:21
     16   94.1%      LazyCompile: *onFinish _http_outgoing.js:727:18
     16  100.0%        LazyCompile: *onCorkedFinish _stream_writable.js:655:24
     16  100.0%          LazyCompile: *afterWrite _stream_writable.js:473:20
     16  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
      1    5.9%      LazyCompile: *emit events.js:138:44
      1  100.0%        LazyCompile: ~onFinish _http_outgoing.js:727:18
      1  100.0%          LazyCompile: *onCorkedFinish _stream_writable.js:655:24
      1  100.0%            LazyCompile: *afterWrite _stream_writable.js:473:20
     12    2.9%    LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
     12  100.0%      Builtin: PromiseConstructor
     12  100.0%        LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     12  100.0%          LazyCompile: *parserOnIncoming _http_server.js:585:26
     12  100.0%            LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      9    2.2%    LazyCompile: *_tickCallback internal/process/next_tick.js:92:25

    335    1.2%  T v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
    335  100.0%    T v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
    335  100.0%      Builtin: StringPrototypeSplit
    335  100.0%        LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
    335  100.0%          Builtin: PromiseConstructor
    335  100.0%            LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49

    297    1.1%  Builtin: ToString
     51   17.2%    LazyCompile: *writeHead _http_server.js:196:19
     51  100.0%      LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     51  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     51  100.0%          Builtin: PromiseHandle
     51  100.0%            Stub: CallApiCallbackStub
      8    2.7%    LazyCompile: *module.exports /Users/Axel/Development/router/lib/filters/path.js:5:18
      8  100.0%      LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
      8  100.0%        Builtin: PromiseConstructor
      8  100.0%          LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
      8  100.0%            LazyCompile: *parserOnIncoming _http_server.js:585:26

