Statistical profiling result from isolate-0x102801000-v8.log, (27701 ticks, 3751 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  t std::__1::__hash_table<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::__unordered_map_hasher<unsigned long long, std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::hash<unsigned long long>, true>, std::__1::__unordered_map_equal<unsigned long long, std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::equal_to<unsigned long long>, true>, std::__1::allocator<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*> > >::__node_insert_unique(std::__1::__hash_node<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, void*>*)
      1    0.0%    0.0%  t node::LibuvStreamWrap* node::Unwrap<node::LibuvStreamWrap>(v8::Local<v8::Object>)
      1    0.0%    0.0%  t node::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t node::InternalModuleReadFile(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t node::Environment::StartProfilerIdleNotifier()::$_1::__invoke(uv_prepare_s*)
      1    0.0%    0.0%  t node::Cwd(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t int v8::internal::BinarySearch<(v8::internal::SearchMode)1, v8::internal::DescriptorArray>(v8::internal::DescriptorArray*, v8::internal::Name*, int, int*)
      1    0.0%    0.0%  t _uv__run_check
      1    0.0%    0.0%  t _uv__io_feed
      1    0.0%    0.0%  t _uv__io_active
      1    0.0%    0.0%  t _uv__count_bufs
      1    0.0%    0.0%  t _tiny_free_no_lock
      1    0.0%    0.0%  t _szone_calloc
      1    0.0%    0.0%  t _small_malloc_should_clear
      1    0.0%    0.0%  t __pthread_mutex_firstfit_unlock_slow
      1    0.0%    0.0%  t __pthread_mutex_check_init_slow
      1    0.0%    0.0%  t __pthread_bsdthread_init
      1    0.0%    0.0%  t ___vfwscanf
      1    0.0%    0.0%  T v8::internal::interpreter::BytecodeRegisterOptimizer::CreateMaterializedEquivalent(v8::internal::interpreter::BytecodeRegisterOptimizer::RegisterInfo*)
      1    0.0%    0.0%  T v8::internal::interpreter::BytecodeArrayWriter::PatchJump(unsigned long, unsigned long)
      1    0.0%    0.0%  T v8::internal::compiler::SimplifiedOperatorReducer::Reduce(v8::internal::compiler::Node*)
      1    0.0%    0.0%  T v8::internal::compiler::PipelineCompilationJob::RegisterWeakObjectsInOptimizedCode(v8::internal::Handle<v8::internal::Code>)
      1    0.0%    0.0%  T v8::internal::compiler::OperatorProperties::HasFrameStateInput(v8::internal::compiler::Operator const*)
      1    0.0%    0.0%  T v8::internal::compiler::NodeProperties::InferReceiverMaps(v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::ZoneHandleSet<v8::internal::Map>*)
      1    0.0%    0.0%  T v8::internal::compiler::JSBuiltinReducer::Reduce(v8::internal::compiler::Node*)
      1    0.0%    0.0%  T v8::internal::compiler::GraphTrimmer::TrimGraph()
      1    0.0%    0.0%  T v8::internal::compiler::GraphTrimmer::GraphTrimmer(v8::internal::Zone*, v8::internal::compiler::Graph*)
      1    0.0%    0.0%  T v8::internal::compiler::DeadCodeElimination::Reduce(v8::internal::compiler::Node*)
      1    0.0%    0.0%  T v8::internal::compiler::CommonOperatorBuilder::FrameState(v8::internal::BailoutId, v8::internal::compiler::OutputFrameStateCombine, v8::internal::compiler::FrameStateFunctionInfo const*)
      1    0.0%    0.0%  T v8::internal::compiler::CodeGenerator::AssembleArchInstruction(v8::internal::compiler::Instruction*)
      1    0.0%    0.0%  T v8::internal::compiler::BytecodeGraphBuilder::VisitSingleBytecode(v8::internal::SourcePositionTableIterator*)
      1    0.0%    0.0%  T v8::internal::compiler::BytecodeGraphBuilder::MakeNode(v8::internal::compiler::Operator const*, int, v8::internal::compiler::Node* const*, bool)
      1    0.0%    0.0%  T v8::internal::V8::GetCurrentPlatform()
      1    0.0%    0.0%  T v8::internal::TransitionsAccessor::SearchTransition(v8::internal::Name*, v8::internal::PropertyKind, v8::internal::PropertyAttributes)
      1    0.0%    0.0%  T v8::internal::TransitionsAccessor::GetPrototypeTransition(v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::String::IsOneByteEqualTo(v8::internal::Vector<unsigned char const>)
      1    0.0%    0.0%  T v8::internal::StackFrame::ComputeType(v8::internal::StackFrameIteratorBase const*, v8::internal::StackFrame::State*)
      1    0.0%    0.0%  T v8::internal::Space::PauseAllocationObservers()
      1    0.0%    0.0%  T v8::internal::Scanner::ScanIdentifierOrKeyword()
      1    0.0%    0.0%  T v8::internal::Scanner::Scan()
      1    0.0%    0.0%  T v8::internal::Scanner::Next()
      1    0.0%    0.0%  T v8::internal::RootScavengeVisitor::VisitRootPointer(v8::internal::Root, v8::internal::Object**)
      1    0.0%    0.0%  T v8::internal::RelocIterator::next()
      1    0.0%    0.0%  T v8::internal::RelocInfoWriter::Write(v8::internal::RelocInfo const*)
      1    0.0%    0.0%  T v8::internal::Parser::ParseFunction(v8::internal::Isolate*, v8::internal::ParseInfo*, v8::internal::Handle<v8::internal::SharedFunctionInfo>)
      1    0.0%    0.0%  T v8::internal::OldSpaces::next()
      1    0.0%    0.0%  T v8::internal::Object::SetDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::Object::OrdinaryHasInstance(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::MemoryAllocator::AllocateChunk(unsigned long, unsigned long, v8::internal::Executability, v8::internal::Space*)
      1    0.0%    0.0%  T v8::internal::Map::TransitionToDataProperty(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::PropertyConstness, v8::internal::Object::StoreFromKeyed, bool*)
      1    0.0%    0.0%  T v8::internal::Map::GetVisitorId(v8::internal::Map*)
      1    0.0%    0.0%  T v8::internal::Map::CopyReplaceDescriptors(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::DescriptorArray>, v8::internal::Handle<v8::internal::LayoutDescriptor>, v8::internal::TransitionFlag, v8::internal::MaybeHandle<v8::internal::Name>, char const*, v8::internal::SimpleTransitionFlag)
      1    0.0%    0.0%  T v8::internal::JSObject::MigrateSlowToFast(v8::internal::Handle<v8::internal::JSObject>, int, char const*)
      1    0.0%    0.0%  T v8::internal::JSObject::GetHeaderSize(v8::internal::InstanceType)
      1    0.0%    0.0%  T v8::internal::InnerPointerToCodeCache::GcSafeFindCodeForInnerPointer(unsigned char*)
      1    0.0%    0.0%  T v8::internal::Heap::GarbageCollectionPrologue()
      1    0.0%    0.0%  T v8::internal::Heap::Contains(v8::internal::HeapObject*)
      1    0.0%    0.0%  T v8::internal::Heap::AllocateHeapNumber(v8::internal::MutableMode, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::GenericStringUtf16CharacterStream::FillBuffer(unsigned long)
      1    0.0%    0.0%  T v8::internal::GCTracer::Stop(v8::internal::GarbageCollector)
      1    0.0%    0.0%  T v8::internal::GCTracer::Start(v8::internal::GarbageCollector, v8::internal::GarbageCollectionReason, char const*)
      1    0.0%    0.0%  T v8::internal::FeedbackMetadata::SpecDiffersFrom(v8::internal::FeedbackVectorSpec const*) const
      1    0.0%    0.0%  T v8::internal::Factory::NewFillerObject(int, bool, v8::internal::AllocationSpace)
      1    0.0%    0.0%  T v8::internal::Deserializer::ReadData(v8::internal::Object**, v8::internal::Object**, int, unsigned char*)
      1    0.0%    0.0%  T v8::internal::Deoptimizer::TableEntryGenerator::Generate()
      1    0.0%    0.0%  T v8::internal::ConcurrentMarking::PauseScope::~PauseScope()
      1    0.0%    0.0%  T v8::internal::Compiler::GetSharedFunctionInfoForScript(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::Object>, int, int, v8::ScriptOriginOptions, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Context>, v8::Extension*, v8::internal::ScriptData**, v8::ScriptCompiler::CompileOptions, v8::internal::NativesFlag)
      1    0.0%    0.0%  T v8::internal::CompilationDependencies::Commit(v8::internal::Handle<v8::internal::Code>)
      1    0.0%    0.0%  T v8::internal::CodeGenerator::MakeCodeEpilogue(v8::internal::TurboAssembler*, v8::internal::EhFrameWriter*, v8::internal::CompilationInfo*, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::Code::CopyFrom(v8::internal::CodeDesc const&)
      1    0.0%    0.0%  T v8::internal::CancelableTaskManager::TryAbort(unsigned long long)
      1    0.0%    0.0%  T v8::internal::Builtin_StringPrototypeTrim(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::BaseNameDictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::Add(v8::internal::Handle<v8::internal::NameDictionary>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyDetails, int*)
      1    0.0%    0.0%  T v8::internal::AllSpaces::next()
      1    0.0%    0.0%  T v8::internal::Accessors::FunctionLengthGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  T v8::base::TimeTicks::HighResolutionNow()
      1    0.0%    0.0%  T v8::Value::ToString(v8::Local<v8::Context>) const
      1    0.0%    0.0%  T v8::V8::GlobalizeReference(v8::internal::Isolate*, v8::internal::Object**)
      1    0.0%    0.0%  T v8::TryCatch::SetVerbose(bool)
      1    0.0%    0.0%  T v8::String::Utf8Length() const
      1    0.0%    0.0%  T v8::String::IsExternalOneByte() const
      1    0.0%    0.0%  T v8::Object::CreationContext()
      1    0.0%    0.0%  T v8::HandleScope::CreateHandle(v8::internal::Isolate*, v8::internal::Object*)
      1    0.0%    0.0%  T non-virtual thunk to node::LibuvStreamWrap::IsIPCPipe()
      1    0.0%    0.0%  T node::StringBytes::GetExternalParts(v8::Local<v8::Value>, char const**, unsigned long*)
      1    0.0%    0.0%  T node::NodePlatform::CallOnBackgroundThread(v8::Task*, v8::Platform::ExpectedRuntime)
      1    0.0%    0.0%  T node::IsolateData::GetCpuProfiler()
      1    0.0%    0.0%  T node::Environment::RunAndClearNativeImmediates()
      1    0.0%    0.0%  T node::Environment::CheckImmediate(uv_check_s*)
      1    0.0%    0.0%  T node::AsyncWrap::EmitBefore(node::Environment*, double)
      1    0.0%    0.0%  T _uv_backend_timeout
      1    0.0%    0.0%  T _swprintf_l
      1    0.0%    0.0%  T _semaphore_signal_trap

 [Summary]:
   ticks  total  nonlib   name
  10110   36.5%   37.0%  JavaScript
  13468   48.6%   49.3%  C++
    156    0.6%    0.6%  GC
    372    1.3%          Shared libraries
   3751   13.5%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
   1156   21.6%    4.2%  T v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
    866   16.2%    3.1%  T _task_threads
    647   12.1%    2.3%  T v8::internal::Builtin_JsonStringify(int, v8::internal::Object**, v8::internal::Isolate*)
    378    7.1%    1.4%  T v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    373    7.0%    1.3%  T v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    369    6.9%    1.3%  T v8::internal::Builtin_ObjectEntries(int, v8::internal::Object**, v8::internal::Isolate*)
    364    6.8%    1.3%  T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
    122    2.3%    0.4%  T v8::internal::Isolate::RunMicrotasksInternal()
     77    1.4%    0.3%  t void v8::internal::String::WriteToFlat<unsigned short>(v8::internal::String*, unsigned short*, int, int)
     64    1.2%    0.2%  T v8::internal::Isolate::PromiseReactionJob(v8::internal::Handle<v8::internal::PromiseReactionJobInfo>, v8::internal::MaybeHandle<v8::internal::Object>*, v8::internal::MaybeHandle<v8::internal::Object>*)
     52    1.0%    0.2%  T v8::internal::Runtime_StringParseInt(int, v8::internal::Object**, v8::internal::Isolate*)
     49    0.9%    0.2%  t node::(anonymous namespace)::TimerWrap::Now(v8::FunctionCallbackInfo<v8::Value> const&)
     48    0.9%    0.2%  T v8::internal::Runtime_EnqueuePromiseReactionJob(int, v8::internal::Object**, v8::internal::Isolate*)
     45    0.8%    0.2%  t v8::internal::(anonymous namespace)::Invoke(v8::internal::Isolate*, bool, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*, v8::internal::Handle<v8::internal::Object>, v8::internal::Execution::MessageHandling)
     44    0.8%    0.2%  T v8::internal::Map::FindRootMap() const
     44    0.8%    0.2%  T _thread_self_trap
     42    0.8%    0.2%  T v8::Value::IsExternal() const
     40    0.7%    0.1%  t void v8::Utf8WriterVisitor::Visit<unsigned short>(unsigned short const*, int)
     31    0.6%    0.1%  T v8::Object::Set(v8::Local<v8::Context>, v8::Local<v8::Value>, v8::Local<v8::Value>)
     24    0.4%    0.1%  t _uv__write
     23    0.4%    0.1%  T v8::External::Value() const
     21    0.4%    0.1%  T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
     21    0.4%    0.1%  T v8::internal::Execution::TryCall(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*, v8::internal::Execution::MessageHandling, v8::internal::MaybeHandle<v8::internal::Object>*)
     20    0.4%    0.1%  T int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&)
     19    0.4%    0.1%  T v8::internal::Builtin_ObjectAssign(int, v8::internal::Object**, v8::internal::Isolate*)
     16    0.3%    0.1%  t _uv__hrtime
     16    0.3%    0.1%  T v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
     16    0.3%    0.1%  T v8::internal::Builtin_StringPrototypeTrim(int, v8::internal::Object**, v8::internal::Isolate*)
     15    0.3%    0.1%  T v8::internal::Isolate::RunMicrotasks()
     14    0.3%    0.1%  T v8::internal::GlobalHandles::Create(v8::internal::Object*)
     13    0.2%    0.0%  T _task_self_trap
     10    0.2%    0.0%  T v8::internal::LookupIterator::PropertyOrElement(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*, v8::internal::LookupIterator::Configuration)
     10    0.2%    0.0%  T node::DTRACE_HTTP_SERVER_REQUEST(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.2%    0.0%  T void node::StreamBase::JSMethod<node::LibuvStreamWrap, &(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.2%    0.0%  T v8::internal::String::SlowFlatten(v8::internal::Handle<v8::internal::ConsString>, v8::internal::PretenureFlag)
      8    0.1%    0.0%  t v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<false>(v8::internal::Map*, v8::internal::JSReceiver*)
      8    0.1%    0.0%  t node::AliasedBuffer<double, v8::Float64Array>::AliasedBuffer(node::AliasedBuffer<double, v8::Float64Array> const&)
      8    0.1%    0.0%  T v8::internal::Logger::ApiEntryCall(char const*)
      8    0.1%    0.0%  T v8::internal::JSObject::MigrateToMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
      8    0.1%    0.0%  T v8::TryCatch::~TryCatch()
      8    0.1%    0.0%  T _uv_update_time
      7    0.1%    0.0%  T v8::String::WriteUtf8(char*, int, int*, int) const
      7    0.1%    0.0%  T node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      7    0.1%    0.0%  T _uv_write2
      7    0.1%    0.0%  T _uv_try_write
      7    0.1%    0.0%  T _host_self_trap
      7    0.1%    0.0%  T __kernelrpc_mach_vm_deallocate_trap
      7    0.1%    0.0%  T ___pthread_init
      6    0.1%    0.0%  t v8::internal::(anonymous namespace)::UpdateDescriptorForValue(v8::internal::Handle<v8::internal::Map>, int, v8::internal::PropertyConstness, v8::internal::Handle<v8::internal::Object>)
      6    0.1%    0.0%  t unibrow::Utf8::Encode(char*, unsigned int, int, bool)
      6    0.1%    0.0%  T v8::internal::Runtime_Interrupt(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.1%    0.0%  T v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.1%    0.0%  T v8::Locker::IsActive()
      5    0.1%    0.0%  t void v8::internal::LookupIterator::NextInternal<false>(v8::internal::Map*, v8::internal::JSReceiver*)
      5    0.1%    0.0%  t v8::internal::Heap::AllocateRaw(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
      5    0.1%    0.0%  t v8::internal::ConsString* v8::internal::String::VisitFlat<v8::Utf8LengthHelper::Visitor>(v8::Utf8LengthHelper::Visitor*, v8::internal::String*, int)
      5    0.1%    0.0%  T v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.1%    0.0%  T v8::internal::Object::SetPropertyInternal(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode, v8::internal::Object::StoreFromKeyed, bool*)
      5    0.1%    0.0%  T v8::internal::Builtin_ArrayShift(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.1%    0.0%  T v8::Isolate::SuppressMicrotaskExecutionScope::~SuppressMicrotaskExecutionScope()
      5    0.1%    0.0%  T node::DTRACE_HTTP_SERVER_RESPONSE(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.1%    0.0%  t v8::internal::LookupIterator::LookupIterator(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>, v8::internal::LookupIterator::Configuration)
      4    0.1%    0.0%  T v8::internal::SaveContext::SaveContext(v8::internal::Isolate*)
      4    0.1%    0.0%  T v8::internal::Isolate::UnregisterTryCatchHandler(v8::TryCatch*)
      4    0.1%    0.0%  T v8::internal::Factory::NewRawTwoByteString(int, v8::internal::PretenureFlag)
      4    0.1%    0.0%  T v8::Value::ToString(v8::Isolate*) const
      4    0.1%    0.0%  T v8::HandleScope::Initialize(v8::Isolate*)
      4    0.1%    0.0%  T node::LibuvStreamWrap::DoTryWrite(uv_buf_t**, unsigned long*)
      3    0.1%    0.0%  t v8::internal::JSObject::WriteToField(int, v8::internal::PropertyDetails, v8::internal::Object*)
      3    0.1%    0.0%  t v8::internal::GlobalHandles::Node::Release()
      3    0.1%    0.0%  t v8::internal::ConsString* v8::internal::String::VisitFlat<v8::Utf8WriterVisitor>(v8::Utf8WriterVisitor*, v8::internal::String*, int)
      3    0.1%    0.0%  t _hex
      3    0.1%    0.0%  T v8::internal::SaveContext::~SaveContext()
      3    0.1%    0.0%  T v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.1%    0.0%  T v8::internal::Runtime::SetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
      3    0.1%    0.0%  T v8::internal::Map::Update(v8::internal::Handle<v8::internal::Map>)
      3    0.1%    0.0%  T v8::internal::LookupIterator::ApplyTransitionToDataProperty(v8::internal::Handle<v8::internal::JSObject>)
      3    0.1%    0.0%  T node::StringBytes::Write(v8::Isolate*, char*, unsigned long, v8::Local<v8::Value>, node::encoding, int*)
      2    0.0%    0.0%  t v8::(anonymous namespace)::CallDepthScope<true>::CallDepthScope(v8::internal::Isolate*, v8::Local<v8::Context>)
      2    0.0%    0.0%  t _uv__write_req_finish
      2    0.0%    0.0%  T v8::internal::TransitionsAccessor::Initialize()
      2    0.0%    0.0%  T v8::internal::ThreadId::GetCurrentThreadId()
      2    0.0%    0.0%  T v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Runtime_DefineClass(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Object::AddDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::ShouldThrow, v8::internal::Object::StoreFromKeyed)
      2    0.0%    0.0%  T v8::internal::LookupIterator::WriteDataValue(v8::internal::Handle<v8::internal::Object>, bool)
      2    0.0%    0.0%  T v8::Value::IsArrayBufferView() const
      2    0.0%    0.0%  T v8::TryCatch::TryCatch(v8::Isolate*)
      2    0.0%    0.0%  T v8::Object::InternalFieldCount()
      2    0.0%    0.0%  T v8::Isolate::SuppressMicrotaskExecutionScope::SuppressMicrotaskExecutionScope(v8::Isolate*)
      2    0.0%    0.0%  T _mach_msg_trap
      2    0.0%    0.0%  T __kernelrpc_mach_vm_purgable_control_trap
      1    0.0%    0.0%  t v8::RecursivelySerializeToUtf8(v8::internal::String*, v8::Utf8WriterVisitor*, int)
      1    0.0%    0.0%  t uv
      1    0.0%    0.0%  t node::LibuvStreamWrap* node::Unwrap<node::LibuvStreamWrap>(v8::Local<v8::Object>)
      1    0.0%    0.0%  t node::Buffer::(anonymous namespace)::ByteLengthUtf8(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t _uv__stream_osx_interrupt_select
      1    0.0%    0.0%  t _uv__io_stop
      1    0.0%    0.0%  t _uv__io_feed
      1    0.0%    0.0%  t _uv__io_active
      1    0.0%    0.0%  t _uv__count_bufs
      1    0.0%    0.0%  t _uv___stream_fd
      1    0.0%    0.0%  t _tiny_malloc_should_clear
      1    0.0%    0.0%  T void v8::internal::LookupIterator::Start<false>()
      1    0.0%    0.0%  T v8::internal::TransitionsAccessor::SearchTransition(v8::internal::Name*, v8::internal::PropertyKind, v8::internal::PropertyAttributes)
      1    0.0%    0.0%  T v8::internal::Runtime_StringAdd(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime_OrdinaryHasInstance(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Object::SetDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::Map::TransitionToDataProperty(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::PropertyConstness, v8::internal::Object::StoreFromKeyed, bool*)
      1    0.0%    0.0%  T v8::internal::JSObject::GetHeaderSize(v8::internal::InstanceType)
      1    0.0%    0.0%  T v8::internal::Isolate::FireCallCompletedCallback()
      1    0.0%    0.0%  T v8::internal::Builtin_ObjectSetPrototypeOf(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Builtin_ObjectGetOwnPropertyDescriptor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Builtin_NumberPrototypeToString(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::Value::ToString(v8::Local<v8::Context>) const
      1    0.0%    0.0%  T v8::V8::GlobalizeReference(v8::internal::Isolate*, v8::internal::Object**)
      1    0.0%    0.0%  T v8::TryCatch::SetVerbose(bool)
      1    0.0%    0.0%  T v8::String::Utf8Length() const
      1    0.0%    0.0%  T v8::String::IsExternalOneByte() const
      1    0.0%    0.0%  T v8::Integer::NewFromUnsigned(v8::Isolate*, unsigned int)
      1    0.0%    0.0%  T v8::HandleScope::CreateHandle(v8::internal::Isolate*, v8::internal::Object*)
      1    0.0%    0.0%  T non-virtual thunk to node::LibuvStreamWrap::IsIPCPipe()
      1    0.0%    0.0%  T node::StringBytes::GetExternalParts(v8::Local<v8::Value>, char const**, unsigned long*)

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
   3751   13.5%  UNKNOWN

   2016    7.3%  T _task_info

   1160    4.2%  T _http_parser_execute

    896    3.2%  T v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
    896  100.0%    T v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
    896  100.0%      Builtin: StringPrototypeSplit
    895   99.9%        LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
    895  100.0%          Builtin: PromiseConstructor
    895  100.0%            LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49

    866    3.1%  T _task_threads
    866  100.0%    LazyCompile: *Socket._writeGeneric net.js:687:42
    861   99.4%      LazyCompile: *clearBuffer _stream_writable.js:492:21
    861  100.0%        LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
    861  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
    861  100.0%            Builtin: PromiseHandle

    841    3.0%  T _thread_policy_get

    778    2.8%  Builtin: KeyedLoadIC_Megamorphic
    199   25.6%    LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
    165   21.2%    LazyCompile: *exports.validate /Users/Axel/Development/router/lib/objects/validation.js:40:20
    165  100.0%      LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
    165  100.0%        Builtin: PromiseConstructor
    165  100.0%          LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
    165  100.0%            LazyCompile: *parserOnIncoming _http_server.js:585:26
     73    9.4%    LazyCompile: *onParserExecute _http_server.js:476:25
     64    8.2%    LazyCompile: *socketOnWrap _http_server.js:690:22
     64  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     64  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     56    7.2%    LazyCompile: *Socket._writeGeneric net.js:687:42
     56  100.0%      LazyCompile: *clearBuffer _stream_writable.js:492:21
     56  100.0%        LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     56  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     56  100.0%            Builtin: PromiseHandle
     47    6.0%    LazyCompile: *resetSocketTimeout _http_server.js:647:28
     47  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     47  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     36    4.6%    LazyCompile: *parserOnIncoming _http_server.js:585:26
     36  100.0%      LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     29    3.7%    LazyCompile: *insert timers.js:174:16
     29  100.0%      LazyCompile: *resOnFinish _http_server.js:545:21
     27   93.1%        LazyCompile: *onFinish _http_outgoing.js:727:18
     27  100.0%          LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
      2    6.9%        LazyCompile: *emit events.js:138:44
      2  100.0%          LazyCompile: ~onFinish _http_outgoing.js:727:18
      2  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     28    3.6%    LazyCompile: *reuse timers.js:350:15
